latitude,longitude,Country,Website,Studio,Publisher,PC,Mobile,VR,VR only,Console,Browser games
60.128161,18.643501,Sweden,blackfoxstudios.se/,Blackfox Studios,Fatshark,X,?,?,?,?,?
61.52401,105.318756,Russia,blacklimestudio.ru/,Black Lime Studio,?,X,?,?,?,?,?
56.26392,9.501785,Denmark,blackmillgames.com/,Blackmill Games,?,X,?,?,?,?,?
46.227638,2.213749,France,blackmuffinstudio.com/,BlackMuffin Studio,?,X,X,?,?,?,?
51.165691,10.451526,Germany,blackpants.de/,Black Pants Studio,?,X,X,?,?,?,?
46.227638,2.213749,France,blackpotion.fr/,Black Potion,?,X,?,?,?,?,?
61.52401,105.318756,Russia,blackrat.ru/,BlackRat,?,X,?,?,?,?,?
41.87194,12.56738,Italy,blackrobotgames.com/,Black Robot Games,?,X,X,?,?,?,?
42.733883,25.48583,Bulgaria,blackseagames.com/,Black Sea Games,THQ Nordic,X,?,?,?,?,?
46.227638,2.213749,France,blacksheep-studio.com/b.index.html,Black Sheep Studio,?,X,?,?,?,?,?
61.52401,105.318756,Russia,blazesgames.ru/,Blazes Games,?,X,X,?,?,?,?
,,UK,blazinggriffin.com/,Blazing Griffin,?,X,X,?,?,?,?
46.818188,8.227512,Switzerland,blindflugstudios.com/our-games/,BlindFlug Games,?,X,X,?,?,?,?
60.472024,8.468946,Norway,blinkstudios.no/,BLINK STUDIOS,?,X,X,?,?,?,?
40.463667,-3.74922,Spain,blog.linceworks.com/,Lince Works,?,X,?,?,?,X,?
47.162494,19.503304,Hungary,blog.zenstudios.com/,Zen Studios,?,X,X,X,?,X,?
51.919438,19.145136,Poland,blooberteam.com/,Bloober Team,?,X,?,?,?,X,?
51.919438,19.145136,Poland,bloodystation.com/,BloodyStation,?,X,X,?,?,?,?
53.41291,-8.24389,Ireland,bluebear.ie/,Bluebear,?,?,X,?,?,?,?
46.151241,14.995463,Slovenia,bluebraingames.com/,Blue brain games,?,X,X,?,?,?,?
51.165691,10.451526,Germany,bluebyte.ubisoft.com/,Blue Byte,Ubisoft,X,?,?,?,X,?
51.919438,19.145136,Poland,bluesunsetgames.com/,Blue Sunset Games,?,X,X,?,?,?,?
49.817492,15.472962,Czech Republic,bohemia.net/,Bohemia Interactive,?,X,?,?,?,X,?
51.919438,19.145136,Poland,boldpixel.com/,Bold Pixel,?,X,?,?,?,?,?
56.26392,9.501785,Denmark,bolverkgames.com/,Bolverk Games,?,X,?,X,X,?,?
,,UK,boneloaf.co/,Boneloaf,Double Fine Presents,X,?,?,?,X,?
61.92411,25.748151,Finland,bongames.fi/,Bongames,?,?,X,?,?,?,?
47.516231,14.550072,Austria,bongfish.com/,Bongfish,?,?,X,?,?,?,?
51.165691,10.451526,Germany,bonuslevelentertainment.com/,Bonus Level Entertainment,EuroVideo Medien,X,?,?,?,?,?
48.379433,31.16558,Ukraine,boolatgames.com/,Boolat Games,?,X,X,?,?,?,?
,,UK,boombit.com/,Boombit,?,?,X,?,?,?,?
53.41291,-8.24389,Ireland,boon.ie/,Boon,?,?,X,?,?,?,?
51.919438,19.145136,Poland,bornluckygames.com/,Born Lucky Games,Klabater,X,X,?,?,?,?
,,UK,bossalien.com/,BossAlien,?,?,X,?,?,?,?
,,UK,bossastudios.com/,Bossa Studios ,Bossa Studios ,X,X,?,?,X,?
,,UK,boxfroggames.com/wp/,BoxFrog Games,2Awesome Studio,X,X,?,?,X,?
,,UK,brainandnerd.com/,Brain and Nerd,?,X,?,?,?,?,?
,,UK,brainbox.cc/,Brainbox cc,?,X,?,?,?,?,?
,,UK,brainseal.com/,Brain Seal,?,X,?,?,?,?,?
51.165691,10.451526,Germany,brainseed-factory.com/,Brainseed Factory,?,X,X,X,?,X,?
51.165691,10.451526,Germany,brainstonegames.com/projects,Brain Stone GmbH,?,X,?,?,?,?,?
,,UK,braveatnight.co.uk/,Brave at Night,No More Robots,X,?,?,?,?,?
44.016521,21.005859,Serbia,bravegiant.com/,Bravegiant,?,X,X,?,?,?,?
,,UK,bravocompany.io/,Bravocompany,?,?,X,?,?,?,?
45.943161,24.96676,Romania,breadcrumbsinteractive.com/,Breadcrumbs Interactive,Versus Evil,X,?,?,?,X,?
,,UK,brightrockgames.com/,Brightrock Games,?,X,?,?,?,?,?
60.128161,18.643501,Sweden,brimstone.games/,Brimstone Games,?,X,?,?,?,?,?
47.516231,14.550072,Austria,brokenrul.es/,Broken Rules,?,X,X,?,?,?,?
61.52401,105.318756,Russia,brouillard.ru/,Brouillard,?,X,X,?,?,?,?
46.227638,2.213749,France,bruteforce-games.com/,BRUTE FORCE Studio,?,X,?,?,?,?,?
52.132633,5.291266,Netherlands,bucketheadentertainment.com/,Buckethead Entertainment,?,X,?,?,?,?,?
61.52401,105.318756,Russia,bug-studio.net/,BUG-Studio,?,X,X,?,?,X,?
61.92411,25.748151,Finland,bugbeargames.com/,Bugbear Entertainment,?,X,?,?,?,X,?
61.92411,25.748151,Finland,bugbyte.fi/,Bugbyte,?,X,X,?,?,?,?
51.919438,19.145136,Poland,bulbware.com/,Bulbware,?,X,X,?,?,X,?
,,UK,bulkheadinteractive.com/,Bulkhead Interactive,Square Enix,X,?,?,?,?,?
,,UK,bulldoginteractive.com/,Bulldog Interactive,?,X,?,?,?,?,?
46.227638,2.213749,France,bulwarkstudios.com/,Bulwark Studios,Kasedo Games,X,?,?,?,?,?
51.165691,10.451526,Germany,bumblebee-games.com/,Bumblebee,?,X,?,?,?,?,?
,,UK,bumpkinbrothers.com/,The Bumpkin Brothers,?,X,?,?,?,?,?
40.463667,-3.74922,Spain,bumpytrailgames.com/,Bumpy Trail Games,?,X,?,?,?,?,?
38.963745,35.243322,Turkey,bunbogames.com/,Bunbo Games,?,?,X,?,?,?,?
48.379433,31.16558,Ukraine,bwf-game.com/ru,Black Wing Foundation,?,X,X,?,?,?,?
51.919438,19.145136,Poland,byssmobile.com/,Byss mobile,?,?,X,?,?,?,?
51.165691,10.451526,Germany,byterockers.games/en,ByteRockers,?,X,X,?,?,?,?
51.165691,10.451526,Germany,bytro.com/,Bytro Labs,?,?,X,?,?,?,?
49.817492,15.472962,Czech Republic,cableekgames.com/,Cableek games,?,?,X,?,?,?,?
51.165691,10.451526,Germany,caipirinhagames.com/,Caipirinha games,?,X,?,?,?,?,?
,,UK,caiysware.com/,Caiysware,?,X,?,?,?,?,?
46.227638,2.213749,France,calepinstudio.com/,Calepin Studio,?,X,?,?,?,?,?
,,UK,callyscaves.com/,VDO Games,?,X,?,?,?,?,?
39.399872,-8.224454,Portugal,camel101.com/wp/,Camel 101,?,X,?,?,?,X,?
,,UK,capeguy.dev/,Cape Guy,?,X,X,?,?,?,?
51.919438,19.145136,Poland,carbonstudio.pl/,Carbon Studio,?,X,?,X,X,?,?
,,UK,cardboardsword.co.uk/,Cardboard Sword,?,X,?,?,?,?,?
61.52401,105.318756,Russia,carx-online.com/ru/,CarX Technologies,?,X,X,?,?,?,?
,,UK,casual-arts.com/,Casual Arts,?,X,?,?,?,?,X
,,UK,casualbrothers.com/cb/,Casual Brothers,?,X,X,?,?,X,?
51.919438,19.145136,Poland,cat-astrophe-games.com/,Cat astrophe games,?,X,?,?,?,?,?
60.128161,18.643501,Sweden,catalope.co/,Catalope Games,?,X,?,?,?,?,?
50.503887,4.469936,Belgium,catlab.eu/,CatLab Interactive,?,X,X,?,?,?,X
61.92411,25.748151,Finland,catland.studio/,Catland studio,?,X,?,?,?,?,?
40.463667,-3.74922,Spain,catnessgames.com/,Catness Game Studios,?,X,?,?,?,?,?
61.52401,105.318756,Russia,catswhoplay.com/new/index.php/ru/,Cats who play,?,X,X,?,?,?,?
,,UK,cavaliergamestudios.co.uk/,Cavalier Game Studios,?,X,?,?,?,?,?
49.817492,15.472962,Czech Republic,cbe-software.com/,CBE software,?,X,X,?,?,?,?
46.227638,2.213749,France,cccp.fr/,CCCP,?,X,X,?,?,?,?
64.963051,-19.020835,Iceland,ccpgames.com/,CCP Games,?,X,X,?,?,X,?
46.227638,2.213749,France,celsius-online.com/,Celsius Online,?,?,X,?,?,?,?
,,UK,chameleongames.com/,Chameleon Games,?,X,?,?,?,?,?
51.919438,19.145136,Poland,chaosforge.org/,Chaosforge,?,X,?,?,?,?,?
49.817492,15.472962,Czech Republic,chargedmonkey.com/,Charged monkey,?,?,X,?,?,?,?
49.817492,15.472962,Czech Republic,charlesgames.net/,Charles Games,?,X,X,?,?,?,?
48.379433,31.16558,Ukraine,charstudio.com/en/,CharStudio,?,?,X,?,?,?,?
51.165691,10.451526,Germany,chasing-carrots.com/,Chasing Carrots,?,X,?,?,?,?,?
38.963745,35.243322,Turkey,chef.gs/,CHEF Game Studio,?,?,X,?,?,?,?
51.919438,19.145136,Poland,cherrypickgames.com/,Cherrypick Games,?,?,X,?,?,?,?
,,UK,cherrypopgames.com/,Cherry Pop Games,?,X,?,X,?,X,?
40.463667,-3.74922,Spain,chibig.com/games/,Chibig,101xp,X,X,?,?,X,?
51.165691,10.451526,Germany,chimera-entertainment.de/index.html,Chimera Entertainment,?,X,X,?,?,?,?
52.132633,5.291266,Netherlands,chimpworksgames.com/,Chimpworks,?,?,X,?,?,?,?
41.87194,12.56738,Italy,chubbypixel.com/,Chubby Pixel,?,X,X,X,?,X,?
,,UK,chucklefish.org/,Chucklefish,Chucklefish,X,?,?,?,?,?
51.919438,19.145136,Poland,cigames.com/en/,CI Games,?,X,X,?,?,X,?
49.817492,15.472962,Czech Republic,cinemax.cz/,CINEMAX,?,X,X,?,?,X,?
51.165691,10.451526,Germany,cipsoft.com/index.php/en/,CipSoft,?,?,X,?,?,?,?
61.52401,105.318756,Russia,clarusvictoria.com/,Clarus Victoria,?,X,X,?,?,?,?
51.919438,19.145136,Poland,cleversan.com/,Cleversan Software,?,X,?,?,?,?,?
60.128161,18.643501,Sweden,clifftopgames.com/,Clifftop Games,?,?,X,?,?,?,?
,,UK,climaxstudios.com/,Climax Studios,?,X,X,?,?,?,?
51.919438,19.145136,Poland,climou.com/?p=25-haxor,Climou,No Gravity Games,X,?,?,?,?,?
47.516231,14.550072,Austria,clockstone.com/wp/,Clock Stone,?,X,X,?,?,X,?
51.165691,10.451526,Germany,clockwork-origins.com/,Clockwork Origins,?,X,?,?,?,?,?
,,UK,cloudthewolf.com/,CloudTheWolf,?,X,?,?,?,?,?
51.165691,10.451526,Germany,cluetivity.com/,Life Action Games GmbH,?,?,X,?,?,?,?
51.919438,19.145136,Poland,coalvalleygames.com/,Coal Valley Games,?,X,?,?,?,?,?
60.128161,18.643501,Sweden,coastalbyte.com/,Coastalbyte Games,Coffee Stain Publishing,X,?,X,X,?,?
,,UK,coatsink.com/,Coatsink,?,X,?,X,?,?,?
52.132633,5.291266,Netherlands,codalyn.com/,Codalyn,?,X,?,?,?,?,?
,,UK,codebyfire.com/,Codebyfire,Mode 7,X,?,?,?,?,?
52.132633,5.291266,Netherlands,codeglue.com/,Codeglue,?,X,X,?,?,?,?
51.919438,19.145136,Poland,codehorizon.pl/,The Code Horizon,PlayWay S.A.,X,?,?,?,X,?
,,UK,codemasters.com/,Codemasters,Codemasters,X,X,?,?,X,?
51.165691,10.451526,Germany,codingmonkeys.de/,The Coding Monkeys,?,?,X,?,?,?,?
44.016521,21.005859,Serbia,cofagames.com/,Cofa games,?,?,X,?,?,?,?
61.52401,105.318756,Russia,coffeecatgames.com/,Coffee Cat Games,Black Tower Entertainment,X,?,?,?,?,?
60.128161,18.643501,Sweden,coffeestainstudios.com/,Coffee Stain Studios,Coffee Stain Publishing,X,?,?,?,?,?
60.128161,18.643501,Sweden,coilworks.se/,Coilworks,?,X,?,?,?,?,?
51.165691,10.451526,Germany,coldcomfortgame.com/,Cold Comfort,?,X,?,?,?,?,?
56.879635,24.603189,Latvia,coldwild.com/,Coldwild Games,?,X,X,?,?,?,?
,,UK,colepowered.com/,ColePowered Games Ltd,?,X,X,?,?,?,?
61.92411,25.748151,Finland,colossalorder.fi/,Colossal Order,Paradox Interactive,X,?,?,?,?,?
51.165691,10.451526,Germany,com8com1.com/,Com8com1,?,X,?,?,?,X,?
61.52401,105.318756,Russia,comongames.ru/,ComonGames,META Publishing,X,?,X,?,?,?
61.52401,105.318756,Russia,company.alawar.com/,Alawar     ,Alawar,X,X,?,?,X,?
42.733883,25.48583,Bulgaria,company.gamedesire.com/,Ganymede Technologies,?,?,X,?,?,?,?
61.52401,105.318756,Russia,company.nevosoft.ru/,Nevosoft,?,?,X,?,?,?,?
46.227638,2.213749,France,concretegames.xyz/,Concrete Games,?,X,?,?,?,?,?
56.26392,9.501785,Denmark,contecgames.com/,Contec Games ,?,X,?,?,?,?,?
52.132633,5.291266,Netherlands,convoy-games.com/,Convoy Games,?,X,?,?,?,?,?
40.143105,47.576927,Azerbaijan,cool-bears.com/index.html,Cool Bears,?,X,X,X,?,?,?
52.132633,5.291266,Netherlands,coolgames.com/,Cool Games,?,X,X,?,?,?,X
,,UK,coopinnovations.co.uk/,Cooperative Innovations,?,X,?,X,X,?,?
,,UK,cooply.com/,Cooply Solutions,?,X,X,?,?,X,?
61.92411,25.748151,Finland,cornfox.com/,Cornfox & Brothers,?,X,X,?,?,X,?
,,UK,cornutopia.co.uk/cornutopia/,Cornutopia Software,?,X,?,?,?,?,?
56.26392,9.501785,Denmark,corporate.moviestarplanet.com/,MovieStarPlanet,?,?,X,?,?,?,?
61.52401,105.318756,Russia,corpwebgames.com/,WebGames,?,X,X,?,?,?,?
60.128161,18.643501,Sweden,cortopia.com/,Cortopia Studios,?,X,?,X,X,?,?
,,UK,cosmonautstudios.co.uk/,Cosmonaut Studios,?,X,?,?,?,?,?
60.128161,18.643501,Sweden,crackshell.dk/,Crackshell,?,X,?,?,?,?,?
51.165691,10.451526,Germany,craftinglegends.com/,Crafting Legends,?,X,?,?,?,?,?
49.817492,15.472962,Czech Republic,craneballs.com/,Craneballs,?,X,X,?,?,?,?
,,UK,cranktrain.com/the-eldritch-zookeeper/,Matt Luard,?,X,?,?,?,?,?
,,UK,crashlab.co.uk/,Crash Lab,?,?,X,?,?,?,?
51.165691,10.451526,Germany,crazybunch.biz/,CrazyBunch,?,X,?,X,?,?,?
46.227638,2.213749,France,crazykraken.eu/en/home/,Crazy Kraken Studio,Plug In Digital,X,?,?,?,?,?
50.503887,4.469936,Belgium,crazymonkeystudios.com/,Crazy Monkey Studios,?,X,?,?,?,?,?
61.52401,105.318756,Russia,crazypanda.ru/ru/,Crazy Panda,?,?,X,?,?,?,?
61.52401,105.318756,Russia,crazypandagames.com/en/,Crazy Panda Games,?,?,X,?,?,?,?
38.963745,35.243322,Turkey,creasaur.net/,CreaSaur,?,?,X,?,?,?,?
,,UK,creative-assembly.com/,Creative Assembly,Sega,X,?,?,?,X,?
58.595272,25.013607,Estonia,creative-mobile.com/,Creative Mobile,?,?,X,?,?,?,?
51.919438,19.145136,Poland,creativeforge.pl/,CreativeForge Games,?,X,?,?,?,?,?
40.463667,-3.74922,Spain,crema.gg/,Crema,?,X,?,?,?,X,?
48.379433,31.16558,Ukraine,creoteam.com/,Creoteam,?,X,?,?,?,?,?
,,UK,criteriongames.com/,Criterion Games,Electronic Arts,X,?,?,?,X,?
52.132633,5.291266,Netherlands,critical-bit.com/,Critical Bit,?,X,X,?,?,?,?
61.92411,25.748151,Finland,criticalcharm.com/,Critical Charm,?,X,?,X,X,?,?
61.92411,25.748151,Finland,criticalforce.fi/,Critical Force Entertainment,?,?,X,?,?,?,?
45.943161,24.96676,Romania,critique-gaming.com/,Critique Gaming,Mixtvision,X,?,?,?,?,?
39.399872,-8.224454,Portugal,crossinganswers.com/#/,Crossing answers,?,X,?,?,?,X,?
51.919438,19.145136,Poland,crossroadsinngame.com/en/kraken-unleashed-studio-2/,Kraken Unleashed,Klabater,X,?,?,?,?,?
45.1,15.2,Croatia,croteam.com/,Croteam,Devolver Digital,X,?,X,?,?,?
46.818188,8.227512,Switzerland,crownadam.com/apps_games_de.html,Crown Adam,?,X,X,?,?,?,?
51.165691,10.451526,Germany,crowscrowscrows.com/,Crows Crows Crows,?,X,X,X,?,X,?
51.165691,10.451526,Germany,crunchyleafgames.com/,Crunchy Leaf Games,?,X,?,?,?,?,?
52.132633,5.291266,Netherlands,crystalshard.net/,Crystal Shard Games,?,X,?,?,?,?,?
51.165691,10.451526,Germany,crytek.com/,Crytek,?,X,?,?,?,X,?
56.879635,24.603189,Latvia,cult.software/,Cult Software,?,X,?,?,?,?,?
46.227638,2.213749,France,cyanide-studio.com/home,Cyanide Studio,?,X,?,?,?,X,?
41.87194,12.56738,Italy,cybercoconut.com/,Cyber Coconut,?,X,X,?,?,?,?
38.963745,35.243322,Turkey,cyberless.cf/?i=1,Team Cyberless,?,X,?,?,?,?,?
49.817492,15.472962,Czech Republic,cybernautica.cz/,Cybernautica,?,?,X,?,?,?,?
50.503887,4.469936,Belgium,cyberneticwalrus.com/,Cybernetic Walrus,Iceberg Interactive,X,?,?,?,X,?
40.463667,-3.74922,Spain,cybernetikdesign.com/,Cybernetik Design,?,X,?,?,?,?,?
61.52401,105.318756,Russia,cybertime-games.ru/,Cybertime Games,?,X,?,?,?,?,?
60.472024,8.468946,Norway,cyclonestudios.co.uk/,CycloneStudios,?,X,?,?,?,?,?
51.165691,10.451526,Germany,cypest.net/,Gravitation Art,?,X,?,?,?,?,?
46.151241,14.995463,Slovenia,cypronia.com/,Cypronia,?,X,X,?,?,X,?
49.817492,15.472962,Czech Republic,czechgames.com/,CGE Digital,?,X,?,?,?,?,?
51.165691,10.451526,Germany,daedalic.com/,Daedalic Entertainment,Daedalic Entertainment,X,X,?,?,X,?
61.52401,105.318756,Russia,dailymagic.info/,Daily Magic Productions,?,X,X,?,?,?,?
51.919438,19.145136,Poland,dali.games/,Dali Games,?,X,X,?,?,?,?
,,UK,dampgnat.com/,Damp Gnat,?,X,X,?,?,?,?
,,UK,dansmithstudios.com/,Dan Smith Studios,Ripstone,X,?,?,?,X,?
46.227638,2.213749,France,darewise.com/,Darewise Entertainment,?,X,?,?,?,?,?
,,Macedonia,dark-1.com/,Dark-1,?,X,?,?,?,?,?
61.52401,105.318756,Russia,darkcrystalgames.com/,Dark Crystal Games,Black Tower Entertainment,X,?,?,?,?,?
46.227638,2.213749,France,darkdevotion.fr/,Hibernian Workshop,?,X,?,?,?,?,?
,,UK,darkduogames.co.uk/,Dark Duo Games,?,X,?,?,?,X,?
,,UK,darklingroom.co.uk/,Darkling Room,?,X,?,?,?,?,?
,,UK,darknight-studio.co.uk/,DarkNight-Studio,?,X,?,?,?,?,?
